| wikidata_uri                              | label                              | birth_year | gender  | label                    | geo_coordinates             | wikidata_uri                             |
| http://www.wikidata.org/entity/Q3059585   | Eugenia Maria Roccella             | 1953       | femmina | Bologna                  | POINT(11.342778 44.493889)  | http://www.wikidata.org/entity/Q1891     |
| http://www.wikidata.org/entity/Q3069750   | Ferruccio Fazio                    | 1944       | maschio | Garessio                 | POINT(8.016667 44.200000)   | http://www.wikidata.org/entity/Q20090    |
| http://www.wikidata.org/entity/Q3071910   | Filippo Patroni Griffi             | 1955       | maschio | Napoli                   | POINT(14.248611 40.835833)  | http://www.wikidata.org/entity/Q2634     |
| http://www.wikidata.org/entity/Q3081082   | Francesco Saverio Romano           | 1964       | maschio | Palermo                  | POINT(13.361262 38.115658)  | http://www.wikidata.org/entity/Q2656     |
| http://www.wikidata.org/entity/Q3119423   | Guido Crosetto                     | 1963       | maschio | Cuneo                    | POINT(7.550000 44.383333)   | http://www.wikidata.org/entity/Q5968     |
| http://www.wikidata.org/entity/Q312058    | Emilio Colombo                     | 1920       | maschio | Potenza                  | POINT(15.800000 40.633333)  | http://www.wikidata.org/entity/Q3543     |
| http://www.wikidata.org/entity/Q314004    | Fernando Tambroni                  | 1901       | maschio | Ascoli Piceno            | POINT(13.575278 42.854722)  | http://www.wikidata.org/entity/Q6624     |
| http://www.wikidata.org/entity/Q316226    | Ciriaco De Mita                    | 1928       | maschio | Nusco                    | POINT(15.083889 40.886944)  | http://www.wikidata.org/entity/Q55073    |
| http://www.wikidata.org/entity/Q316288    | Mariano Rumor                      | 1915       | maschio | Vicenza                  | POINT(11.550000 45.550000)  | http://www.wikidata.org/entity/Q6537     |
| http://www.wikidata.org/entity/Q319156    | Rodolfo Graziani                   | 1882       | maschio | Filettino                | POINT(13.333333 41.883333)  | http://www.wikidata.org/entity/Q116836   |
| http://www.wikidata.org/entity/Q3194123   | Katia Bellillo                     | 1951       | femmina | Foligno                  | POINT(12.703281 42.955761)  | http://www.wikidata.org/entity/Q20436    |
| http://www.wikidata.org/entity/Q319547    | Walter Veltroni                    | 1955       | maschio | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q320963    | Giuseppe Pella                     | 1902       | maschio | Valdengo                 | POINT(8.134149 45.566784)   | http://www.wikidata.org/entity/Q18181    |
| http://www.wikidata.org/entity/Q323998    | Giuseppe Medici                    | 1907       | maschio | Sassuolo                 | POINT(10.785556 44.551667)  | http://www.wikidata.org/entity/Q8598     |
| http://www.wikidata.org/entity/Q3259585   | Loris Fortuna                      | 1924       | maschio | Breno                    | POINT(10.305555 45.958611)  | http://www.wikidata.org/entity/Q103640   |
| http://www.wikidata.org/entity/Q327879    | Luigi Berlinguer                   | 1932       | maschio | Sassari                  | POINT(8.559167 40.726667)   | http://www.wikidata.org/entity/Q13629    |
| http://www.wikidata.org/entity/Q3293470   | Mario Landolfi                     | 1959       | maschio | Mondragone               | POINT(13.883333 41.100000)  | http://www.wikidata.org/entity/Q58719    |
| http://www.wikidata.org/entity/Q332709    | Giovanni Spadolini                 | 1925       | maschio | Firenze                  | POINT(11.254167 43.771389)  | http://www.wikidata.org/entity/Q2044     |
| http://www.wikidata.org/entity/Q333833    | Franco Frattini                    | 1957       | maschio | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q3339912   | Nicola Vernola                     | 1932       | maschio | Bari                     | POINT(16.866667 41.125278)  | http://www.wikidata.org/entity/Q3519     |
| http://www.wikidata.org/entity/Q3342241   | Nitto Palma                        | 1950       | maschio | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q336259    | Giovanni Goria                     | 1943       | maschio | Asti                     | POINT(8.206945 44.900000)   | http://www.wikidata.org/entity/Q6122     |
| http://www.wikidata.org/entity/Q3388096   | Pietro Bucalossi                   | 1905       | maschio | San Miniato              | POINT(10.850000 43.683333)  | http://www.wikidata.org/entity/Q103244   |
| http://www.wikidata.org/entity/Q3432264   | Rino Formica                       | 1927       | maschio | Bari                     | POINT(16.866667 41.125278)  | http://www.wikidata.org/entity/Q3519     |
| http://www.wikidata.org/entity/Q343323    | Attilio Piccioni                   | 1892       | maschio | Poggio Bustone           | POINT(12.883333 42.500000)  | http://www.wikidata.org/entity/Q224300   |
| http://www.wikidata.org/entity/Q3541976   | Tullio De Mauro                    | 1932       | maschio | Torre Annunziata         | POINT(14.444444 40.756944)  | http://www.wikidata.org/entity/Q72712    |
| http://www.wikidata.org/entity/Q3554631   | Vannino Chiti                      | 1947       | maschio | Pistoia                  | POINT(10.916667 43.933333)  | http://www.wikidata.org/entity/Q13376    |
| http://www.wikidata.org/entity/Q3557346   | Marco Minniti                      | 1956       | maschio | Reggio Calabria          | POINT(15.650000 38.114439)  | http://www.wikidata.org/entity/Q8471     |
| http://www.wikidata.org/entity/Q3604352   | Achille Corona                     | 1914       | maschio | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q3604391   | Achille Marazza                    | 1894       | maschio | Borgomanero              | POINT(8.466667 45.700000)   | http://www.wikidata.org/entity/Q22111    |
| http://www.wikidata.org/entity/Q3605415   | Adolfo Battaglia                   | 1930       | maschio | Viterbo                  | POINT(12.104167 42.418611)  | http://www.wikidata.org/entity/Q13395    |
| http://www.wikidata.org/entity/Q3605705   | Adriano Bompiani                   | 1923       | maschio | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q3605755   | Adriano Ossicini                   | 1920       | maschio | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q3606761   | Agostino Gambino                   | 1933       | maschio | Genova                   | POINT(8.933983 44.407186)   | http://www.wikidata.org/entity/Q1449     |
| http://www.wikidata.org/entity/Q3608237   | Alberto Clò                        | 1947       | maschio | Bologna                  | POINT(11.342778 44.493889)  | http://www.wikidata.org/entity/Q1891     |
| http://www.wikidata.org/entity/Q3608296   | Alberto Folchi                     | 1897       | maschio | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q3608340   | Alberto Giovannini                 | 1882       | maschio | Bologna                  | POINT(11.342778 44.493889)  | http://www.wikidata.org/entity/Q1891     |
| http://www.wikidata.org/entity/Q3608581   | Alberto Simonini                   | 1896       | maschio | Reggio Emilia            | POINT(10.633333 44.700000)  | http://www.wikidata.org/entity/Q13360    |
| http://www.wikidata.org/entity/Q3609106   | Aldo Aniasi                        | 1921       | maschio | Palmanova                | POINT(13.316667 45.900000)  | http://www.wikidata.org/entity/Q53302    |
| http://www.wikidata.org/entity/Q3609138   | Aldo Bozzi                         | 1909       | maschio | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q3610018   | Sandro Fontana                     | 1936       | maschio | Marcheno                 | POINT(10.216667 45.700000)  | http://www.wikidata.org/entity/Q105155   |
| http://www.wikidata.org/entity/Q3611360   | Alfredo Biondi                     | 1928       | maschio | Pisa                     | POINT(10.400000 43.716667)  | http://www.wikidata.org/entity/Q13375    |
| http://www.wikidata.org/entity/Q3611393   | Alfredo Diana                      | 1930       | maschio | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q3615909   | Andrea Orlando                     | 1969       | maschio | La Spezia                | POINT(9.828881 44.108044)   | http://www.wikidata.org/entity/Q8611     |
| http://www.wikidata.org/entity/Q3616954   | Angelo De Luca                     | 1904       | maschio | Casalincontrada          | POINT(14.133333 42.300000)  | http://www.wikidata.org/entity/Q51197    |
| http://www.wikidata.org/entity/Q3617153   | Angelo Piazza                      | 1955       | maschio | Bologna                  | POINT(11.342778 44.493889)  | http://www.wikidata.org/entity/Q1891     |
| http://www.wikidata.org/entity/Q3617176   | Angelo Raffaele Jervolino          | 1890       | maschio | Napoli                   | POINT(14.248611 40.835833)  | http://www.wikidata.org/entity/Q2634     |
| http://www.wikidata.org/entity/Q3619102   | Antonino Pietro Gullotti           | 1922       | maschio | Ucria                    | POINT(14.883333 38.050000)  | http://www.wikidata.org/entity/Q491846   |
| http://www.wikidata.org/entity/Q3619700   | Antonio Guidi                      | 1945       | maschio | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q3619732   | Antonio Maria La Pergola           | 1931       | maschio | Catania                  | POINT(15.087269 37.502669)  | http://www.wikidata.org/entity/Q1903     |
| http://www.wikidata.org/entity/Q3619783   | Antonio Maccanico                  | 1924       | maschio | Avellino                 | POINT(14.789722 40.915278)  | http://www.wikidata.org/entity/Q13433    |
| http://www.wikidata.org/entity/Q3619856   | Antonio Marzano                    | 1935       | maschio | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q3619868   | Antonio Maxia                      | 1904       | maschio | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q3622673   | Aristide Gunnella                  | 1931       | maschio | Mazara del Vallo         | POINT(12.587510 37.651661)  | http://www.wikidata.org/entity/Q481730   |
| http://www.wikidata.org/entity/Q3622881   | Armando Angelini                   | 1891       | maschio | Seravezza                | POINT(10.233333 44.000000)  | http://www.wikidata.org/entity/Q221193   |
| http://www.wikidata.org/entity/Q3628086   | Athos Valsecchi                    | 1919       | maschio | Gravedona                | POINT(9.300000 46.150000)   | http://www.wikidata.org/entity/Q10729538 |
| http://www.wikidata.org/entity/Q3629589   | Augusto Barbera                    | 1938       | maschio | Aidone                   | POINT(14.450000 37.416667)  | http://www.wikidata.org/entity/Q56196    |
| http://www.wikidata.org/entity/Q3637263   | Beatrice Lorenzin                  | 1971       | femmina | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q3638792   | Bernardo Mattarella                | 1905       | maschio | Castellammare del Golfo  | POINT(12.880556 38.026389)  | http://www.wikidata.org/entity/Q481642   |
| http://www.wikidata.org/entity/Q3638811   | Bernardo D'Arezzo                  | 1922       | maschio | Pagani                   | POINT(14.616667 40.741667)  | http://www.wikidata.org/entity/Q81263    |
| http://www.wikidata.org/entity/Q3645758   | Bruno Fornaciari                   | 1881       | maschio | Sondrio                  | POINT(9.870000 46.169720)   | http://www.wikidata.org/entity/Q6274     |
| http://www.wikidata.org/entity/Q3645956   | Bruno Villabruna                   | 1884       | maschio | Santa Giustina           | POINT(12.043238 46.083884)  | http://www.wikidata.org/entity/Q41023    |
| http://www.wikidata.org/entity/Q3645960   | Bruno Visentini                    | 1914       | maschio | Treviso                  | POINT(12.242219 45.672219)  | http://www.wikidata.org/entity/Q5475     |
| http://www.wikidata.org/entity/Q3651507   | Camillo Giardina                   | 1907       | maschio | Pavia                    | POINT(9.155000 45.185281)   | http://www.wikidata.org/entity/Q6259     |
| http://www.wikidata.org/entity/Q3651570   | Camillo Ripamonti                  | 1919       | maschio | Gorgonzola               | POINT(9.400000 45.533333)   | http://www.wikidata.org/entity/Q43055    |
| http://www.wikidata.org/entity/Q365166    | Adolfo Sarti                       | 1928       | maschio | Torino                   | POINT(7.676111 45.079167)   | http://www.wikidata.org/entity/Q495      |
| http://www.wikidata.org/entity/Q3659021   | Carlo Arnaudi                      | 1899       | maschio | Torino                   | POINT(7.676111 45.079167)   | http://www.wikidata.org/entity/Q495      |
| http://www.wikidata.org/entity/Q3659068   | Carlo Bernini                      | 1936       | maschio | Bondeno                  | POINT(11.415420 44.889440)  | http://www.wikidata.org/entity/Q95093    |
| http://www.wikidata.org/entity/Q3659287   | Carlo Donat-Cattin                 | 1919       | maschio | Finale Ligure            | POINT(8.343536 44.169072)   | http://www.wikidata.org/entity/Q270737   |
| http://www.wikidata.org/entity/Q3659367   | Carlo Fracanzani                   | 1935       | maschio | Padova                   | POINT(11.873333 45.407778)  | http://www.wikidata.org/entity/Q617      |
| http://www.wikidata.org/entity/Q3659814   | Carlo Russo                        | 1920       | maschio | Savona                   | POINT(8.481111 44.308056)   | http://www.wikidata.org/entity/Q13320    |
| http://www.wikidata.org/entity/Q3659902   | Carlo Tognoli                      | 1938       | maschio | Milano                   | POINT(9.190000 45.466944)   | http://www.wikidata.org/entity/Q490      |
| http://www.wikidata.org/entity/Q3660234   | Carmelo Conte                      | 1938       | maschio | Piaggine                 | POINT(15.383333 40.350000)  | http://www.wikidata.org/entity/Q81325    |
| http://www.wikidata.org/entity/Q366104    | Adone Zoli                         | 1887       | maschio | Cesena                   | POINT(12.233333 44.133333)  | http://www.wikidata.org/entity/Q6662     |
| http://www.wikidata.org/entity/Q367342    | Mario Scelba                       | 1901       | maschio | Caltagirone              | POINT(14.516667 37.233333)  | http://www.wikidata.org/entity/Q478258   |
| http://www.wikidata.org/entity/Q3677256   | Cino Macrelli                      | 1887       | maschio | Sarsina                  | POINT(12.150000 43.916667)  | http://www.wikidata.org/entity/Q99956    |
| http://www.wikidata.org/entity/Q3677447   | Cipriano Facchinetti               | 1889       | maschio | Campobasso               | POINT(14.668400 41.561000)  | http://www.wikidata.org/entity/Q3497     |
| http://www.wikidata.org/entity/Q3680014   | Claudio De Vincenti                | 1948       | maschio | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q3680233   | Claudio Signorile                  | 1937       | maschio | Bari                     | POINT(16.866667 41.125278)  | http://www.wikidata.org/entity/Q3519     |
| http://www.wikidata.org/entity/Q3680282   | Claudio Vitalone                   | 1936       | maschio | Reggio Calabria          | POINT(15.650000 38.114439)  | http://www.wikidata.org/entity/Q8471     |
| http://www.wikidata.org/entity/Q3680782   | Umberto Merlin                     | 1885       | maschio | Rovigo                   | POINT(11.794000 45.080900)  | http://www.wikidata.org/entity/Q6572     |
| http://www.wikidata.org/entity/Q3695387   | Costante Degan                     | 1930       | maschio | Mestre                   | POINT(12.238056 45.490556)  | http://www.wikidata.org/entity/Q541405   |
| http://www.wikidata.org/entity/Q3695463   | Costantino Bresciani Turroni       | 1882       | maschio | Verona                   | POINT(10.992778 45.438611)  | http://www.wikidata.org/entity/Q2028     |
| http://www.wikidata.org/entity/Q3697046   | Crescenzo Mazza                    | 1910       | maschio | Torre del Greco          | POINT(14.395278 40.785278)  | http://www.wikidata.org/entity/Q72719    |
| http://www.wikidata.org/entity/Q3702392   | Dante Schietroma                   | 1917       | maschio | Supino                   | POINT(13.233333 41.616667)  | http://www.wikidata.org/entity/Q117395   |
| http://www.wikidata.org/entity/Q3702554   | Dario Antoniozzi                   | 1923       | maschio | Rieti                    | POINT(12.856702 42.404430)  | http://www.wikidata.org/entity/Q13396    |
| http://www.wikidata.org/entity/Q371149    | Giorgio Ruffolo                    | 1926       | maschio | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q3712976   | Domenico Comino                    | 1955       | maschio | Morozzo                  | POINT(7.683807 44.428980)   | http://www.wikidata.org/entity/Q20238    |
| http://www.wikidata.org/entity/Q3713032   | Domenico Fisichella                | 1935       | maschio | Messina                  | POINT(15.554167 38.193611)  | http://www.wikidata.org/entity/Q13666    |
| http://www.wikidata.org/entity/Q3713107   | Domenico Magrì                     | 1903       | maschio | Catania                  | POINT(15.087269 37.502669)  | http://www.wikidata.org/entity/Q1903     |
| http://www.wikidata.org/entity/Q3719089   | Edgardo Lami Starnuti              | 1887       | maschio | Pontedera                | POINT(10.632778 43.662500)  | http://www.wikidata.org/entity/Q103219   |
| http://www.wikidata.org/entity/Q3719660   | Edoardo Ronchi                     | 1950       | maschio | Treviglio                | POINT(9.592778 45.521389)   | http://www.wikidata.org/entity/Q101685   |
| http://www.wikidata.org/entity/Q3720338   | Egidio Ariosto                     | 1911       | maschio | Casto                    | POINT(10.316667 45.700000)  | http://www.wikidata.org/entity/Q103840   |
| http://www.wikidata.org/entity/Q3720401   | Egidio Sterpa                      | 1926       | maschio | Vejano                   | POINT(12.096389 42.218056)  | http://www.wikidata.org/entity/Q180259   |
| http://www.wikidata.org/entity/Q3720404   | Egidio Tosato                      | 1902       | maschio | Vicenza                  | POINT(11.550000 45.550000)  | http://www.wikidata.org/entity/Q6537     |
| http://www.wikidata.org/entity/Q3723044   | Elio Guzzanti                      | 1920       | maschio | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q3724526   | Emilio Sereni                      | 1907       | maschio | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q3725703   | Enrico Costa                       | 1969       | maschio | Cuneo                    | POINT(7.550000 44.383333)   | http://www.wikidata.org/entity/Q5968     |
| http://www.wikidata.org/entity/Q3725799   | Enrico Giovannini                  | 1957       | maschio | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q3725850   | Enrico La Loggia                   | 1947       | maschio | Agrigento                | POINT(13.576610 37.310650)  | http://www.wikidata.org/entity/Q13678    |
| http://www.wikidata.org/entity/Q3725868   | Enrico Luigi Micheli               | 1938       | maschio | Terni                    | POINT(12.646782 42.560771)  | http://www.wikidata.org/entity/Q8621     |
| http://www.wikidata.org/entity/Q3726831   | Epicarmo Corbino                   | 1890       | maschio | Augusta                  | POINT(15.219445 37.230278)  | http://www.wikidata.org/entity/Q194005   |
| http://www.wikidata.org/entity/Q3736429   | Ezio Vanoni                        | 1903       | maschio | Morbegno                 | POINT(9.566667 46.133333)   | http://www.wikidata.org/entity/Q40094    |
| http://www.wikidata.org/entity/Q3736430   | Ezio Vigorelli                     | 1892       | maschio | Lecco                    | POINT(9.390480 45.853340)   | http://www.wikidata.org/entity/Q6237     |
| http://www.wikidata.org/entity/Q3737692   | Fabio Fabbri                       | 1933       | maschio | Canossa                  | POINT(10.455307 44.573555)  | http://www.wikidata.org/entity/Q111144   |
| http://www.wikidata.org/entity/Q3738115   | Fabrizio Saccomanni                | 1942       | maschio | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q3741555   | Federica Guidi                     | 1969       | femmina | Modena                   | POINT(10.925720 44.645820)  | http://www.wikidata.org/entity/Q279      |
| http://www.wikidata.org/entity/Q3741557   | Federica Mogherini                 | 1973       | femmina | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q3742589   | Ferdinando Facchiano               | 1927       | maschio | Ceppaloni                | POINT(14.766667 41.050000)  | http://www.wikidata.org/entity/Q55893    |
| http://www.wikidata.org/entity/Q3745246   | Filippo Mancuso                    | 1922       | maschio | Palermo                  | POINT(13.361262 38.115658)  | http://www.wikidata.org/entity/Q2656     |
| http://www.wikidata.org/entity/Q3745884   | Fiorentino Sullo                   | 1921       | maschio | Paternopoli              | POINT(15.033333 40.966667)  | http://www.wikidata.org/entity/Q55077    |
| http://www.wikidata.org/entity/Q3746528   | Flavio Zanonato                    | 1950       | maschio | Padova                   | POINT(11.873333 45.407778)  | http://www.wikidata.org/entity/Q617      |
| http://www.wikidata.org/entity/Q3749296   | Franca Falcucci                    | 1926       | femmina | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q3749810   | Francesco Compagna                 | 1921       | maschio | Napoli                   | POINT(14.248611 40.835833)  | http://www.wikidata.org/entity/Q2634     |
| http://www.wikidata.org/entity/Q3749856   | Francesco D'Onofrio                | 1939       | maschio | Salerno                  | POINT(14.759444 40.680556)  | http://www.wikidata.org/entity/Q1083     |
| http://www.wikidata.org/entity/Q3749879   | Francesco De Lorenzo               | 1938       | maschio | Napoli                   | POINT(14.248611 40.835833)  | http://www.wikidata.org/entity/Q2634     |
| http://www.wikidata.org/entity/Q3749944   | Francesco Fabbri                   | 1921       | maschio | Solighetto               | POINT(12.169444 45.915000)  | http://www.wikidata.org/entity/Q3964328  |
| http://www.wikidata.org/entity/Q3750000   | Francesco Forte                    | 1929       | maschio | Busto Arsizio            | POINT(8.851800 45.611958)   | http://www.wikidata.org/entity/Q1155     |
| http://www.wikidata.org/entity/Q3750222   | Francesco Maria Dominedò           | 1903       | maschio | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q3750290   | Francesco Merloni                  | 1925       | maschio | Fabriano                 | POINT(12.908519 43.338561)  | http://www.wikidata.org/entity/Q13145    |
| http://www.wikidata.org/entity/Q3751322   | Franco Foschi                      | 1931       | maschio | Recanati                 | POINT(13.552530 43.398550)  | http://www.wikidata.org/entity/Q83362    |
| http://www.wikidata.org/entity/Q3751341   | Franco Gallo                       | 1937       | maschio | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q3751517   | Franco Piga                        | 1927       | maschio | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q3751546   | Franco Reviglio                    | 1935       | maschio | Torino                   | POINT(7.676111 45.079167)   | http://www.wikidata.org/entity/Q495      |
| http://www.wikidata.org/entity/Q3756999   | Gaetano Gifuni                     | 1932       | maschio | Lucera                   | POINT(15.333333 41.500000)  | http://www.wikidata.org/entity/Q51933    |
| http://www.wikidata.org/entity/Q3757091   | Gaetano Quagliariello              | 1960       | maschio | Napoli                   | POINT(14.248611 40.835833)  | http://www.wikidata.org/entity/Q2634     |
| http://www.wikidata.org/entity/Q3757131   | Gaetano Stammati                   | 1908       | maschio | Napoli                   | POINT(14.248611 40.835833)  | http://www.wikidata.org/entity/Q2634     |
| http://www.wikidata.org/entity/Q3759791   | Gennaro Cassiani                   | 1903       | maschio | Spezzano Albanese        | POINT(16.316667 39.666667)  | http://www.wikidata.org/entity/Q54005    |
| http://www.wikidata.org/entity/Q3759845   | Gennaro Sangiuliano                | 1962       | maschio | Napoli                   | POINT(14.248611 40.835833)  | http://www.wikidata.org/entity/Q2634     |
| http://www.wikidata.org/entity/Q3760928   | Gerardo Bianco                     | 1931       | maschio | Guardia Lombardi         | POINT(15.209722 40.954722)  | http://www.wikidata.org/entity/Q55042    |
| http://www.wikidata.org/entity/Q3762008   | Giacomo Brodolini                  | 1920       | maschio | Recanati                 | POINT(13.552530 43.398550)  | http://www.wikidata.org/entity/Q83362    |
| http://www.wikidata.org/entity/Q3762092   | Giacomo Ferrari                    | 1887       | maschio | Langhirano               | POINT(10.266167 44.614528)  | http://www.wikidata.org/entity/Q100829   |
| http://www.wikidata.org/entity/Q3762167   | Giacomo Mancini                    | 1916       | maschio | Cosenza                  | POINT(16.250000 39.300000)  | http://www.wikidata.org/entity/Q13619    |
| http://www.wikidata.org/entity/Q3762272   | Giacomo Sedati                     | 1921       | maschio | Lanciano                 | POINT(14.390469 42.231211)  | http://www.wikidata.org/entity/Q8645     |
| http://www.wikidata.org/entity/Q3762674   | Gian Guido Folloni                 | 1946       | maschio | Scandiano                | POINT(10.687778 44.592500)  | http://www.wikidata.org/entity/Q111289   |
| http://www.wikidata.org/entity/Q3762681   | Gian Luca Galletti                 | 1961       | maschio | Bologna                  | POINT(11.342778 44.493889)  | http://www.wikidata.org/entity/Q1891     |
| http://www.wikidata.org/entity/Q3762887   | Giancarlo Lombardi                 | 1937       | maschio | Milano                   | POINT(9.190000 45.466944)   | http://www.wikidata.org/entity/Q490      |
| http://www.wikidata.org/entity/Q3762931   | Giancarlo Pagliarini               | 1942       | maschio | Milano                   | POINT(9.190000 45.466944)   | http://www.wikidata.org/entity/Q490      |
| http://www.wikidata.org/entity/Q3762977   | Giancarlo Tesini                   | 1929       | maschio | Bologna                  | POINT(11.342778 44.493889)  | http://www.wikidata.org/entity/Q1891     |
| http://www.wikidata.org/entity/Q3763047   | Gianfranco Ciaurro                 | 1929       | maschio | Terni                    | POINT(12.646782 42.560771)  | http://www.wikidata.org/entity/Q8621     |
| http://www.wikidata.org/entity/Q3763373   | Matteo Matteotti                   | 1921       | maschio | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q3763518   | Gianni Francesco Mattioli          | 1940       | maschio | Genova                   | POINT(8.933983 44.407186)   | http://www.wikidata.org/entity/Q1449     |
| http://www.wikidata.org/entity/Q3763740   | Gianpiero D'Alia                   | 1966       | maschio | Messina                  | POINT(15.554167 38.193611)  | http://www.wikidata.org/entity/Q13666    |
| http://www.wikidata.org/entity/Q3763773   | Gianuario Carta                    | 1931       | maschio | Bitti                    | POINT(9.381667 40.475000)   | http://www.wikidata.org/entity/Q294729   |
| http://www.wikidata.org/entity/Q3764245   | Gilberto Pichetto Fratin           | 1954       | maschio | Veglio                   | POINT(8.114120 45.640565)   | http://www.wikidata.org/entity/Q18187    |
| http://www.wikidata.org/entity/Q3764803   | Gioacchino Attaguile               | 1915       | maschio | Grammichele              | POINT(14.633333 37.216667)  | http://www.wikidata.org/entity/Q478330   |
| http://www.wikidata.org/entity/Q3765154   | Giordano Dell'Amore                | 1902       | maschio | Il Cairo                 | POINT(31.235833 30.044444)  | http://www.wikidata.org/entity/Q85       |
| http://www.wikidata.org/entity/Q3765283   | Giorgio Bernini                    | 1928       | maschio | Bologna                  | POINT(11.342778 44.493889)  | http://www.wikidata.org/entity/Q1891     |
| http://www.wikidata.org/entity/Q3765297   | Giorgio Bo                         | 1905       | maschio | Sestri Levante           | POINT(9.393239 44.273333)   | http://www.wikidata.org/entity/Q194081   |
| http://www.wikidata.org/entity/Q3765300   | Giorgio Bogi                       | 1929       | maschio | La Spezia                | POINT(9.828881 44.108044)   | http://www.wikidata.org/entity/Q8611     |
| http://www.wikidata.org/entity/Q3765734   | Giorgio Salvini                    | 1920       | maschio | Milano                   | POINT(9.190000 45.466944)   | http://www.wikidata.org/entity/Q490      |
| http://www.wikidata.org/entity/Q3765739   | Giorgio Santuz                     | 1936       | maschio | Udine                    | POINT(13.233333 46.066667)  | http://www.wikidata.org/entity/Q2790     |
| http://www.wikidata.org/entity/Q3766583   | Giovanni Battista Bertone          | 1874       | maschio | Mondovì                  | POINT(7.816667 44.383333)   | http://www.wikidata.org/entity/Q20188    |
| http://www.wikidata.org/entity/Q3766748   | Giovanni Battista Scaglia          | 1910       | maschio | San Pellegrino Terme     | POINT(9.666667 45.833333)   | http://www.wikidata.org/entity/Q101551   |
| http://www.wikidata.org/entity/Q3766892   | Giovanni Braschi                   | 1891       | maschio | Mercato Saraceno         | POINT(12.200000 43.950000)  | http://www.wikidata.org/entity/Q99946    |
| http://www.wikidata.org/entity/Q3766954   | Giovanni Caravale                  | 1935       | maschio | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q3767044   | Giovanni Conso                     | 1922       | maschio | Torino                   | POINT(7.676111 45.079167)   | http://www.wikidata.org/entity/Q495      |
| http://www.wikidata.org/entity/Q3767326   | Giovanni Galloni                   | 1927       | maschio | Paternò                  | POINT(14.900000 37.566667)  | http://www.wikidata.org/entity/Q478741   |
| http://www.wikidata.org/entity/Q3767374   | Giovanni Gioia                     | 1925       | maschio | Palermo                  | POINT(13.361262 38.115658)  | http://www.wikidata.org/entity/Q2656     |
| http://www.wikidata.org/entity/Q3767639   | Giovanni Marcora                   | 1922       | maschio | Inveruno                 | POINT(8.850000 45.516667)   | http://www.wikidata.org/entity/Q42575    |
