| wikidata_uri                              | label                              | birth_year | gender  | label                    | geo_coordinates             | wikidata_uri                             |
| http://www.wikidata.org/entity/Q1242      | Luigi Einaudi                      | 1874       | maschio | Carrù                    | POINT(7.883333 44.483333)   | http://www.wikidata.org/entity/Q19372    |
| http://www.wikidata.org/entity/Q12467437  | Carlo Calenda                      | 1973       | maschio | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q1248333   | Ugo La Malfa                       | 1903       | maschio | Palermo                  | POINT(13.361262 38.115658)  | http://www.wikidata.org/entity/Q2656     |
| http://www.wikidata.org/entity/Q1290648   | Lorenzo Natali                     | 1922       | maschio | Firenze                  | POINT(11.254167 43.771389)  | http://www.wikidata.org/entity/Q2044     |
| http://www.wikidata.org/entity/Q13371788  | Maurizio Martina                   | 1978       | maschio | Calcinate                | POINT(9.800300 45.621200)   | http://www.wikidata.org/entity/Q100123   |
| http://www.wikidata.org/entity/Q1341209   | Vittorio Grilli                    | 1957       | maschio | Milano                   | POINT(9.190000 45.466944)   | http://www.wikidata.org/entity/Q490      |
| http://www.wikidata.org/entity/Q1343817   | Enrico Manca                       | 1931       | maschio | Roma                     | POINT(12.482778 41.893056)  | http://www.wikidata.org/entity/Q220      |
| http://www.wikidata.org/entity/Q1346089   | Enzo Bianco                        | 1951       | maschio | Aidone                   | POINT(14.450000 37.416667)  | http://www.wikidata.org/entity/Q56196    |
| http://www.wikidata.org/entity/Q13581225  | Luigi Di Maio                      | 1986       | maschio | Avellino                 | POINT(14.789722 40.915278)  | http://www.wikidata.org/entity/Q13433    |
| http://www.wikidata.org/entity/Q1370804   | Piero Malvestiti                   | 1899       | maschio | Apiro                    | POINT(13.130270 43.393064)  | http://www.wikidata.org/entity/Q73249    |
| http://www.wikidata.org/entity/Q137373514 |                                    | 1954       | maschio | Dapaong                  | POINT(0.200000 10.866667)   | http://www.wikidata.org/entity/Q970904   |
| http://www.wikidata.org/entity/Q1375084   | Filippo Maria Pandolfi             | 1927       | maschio | Bergamo                  | POINT(9.670000 45.695000)   | http://www.wikidata.org/entity/Q628      |
